reviewText,subjectivity,enhanced_subjectivity
I love how the only two five star reviews are from people who ordered it to give as a gift and have never even seen the toy in use!,1.0,1.0
It sits connected to the AC adapter in my office and is used about 3 days a week.,0.0,0.0
everything as described.,0.0,0.0
Edit: I just plugged this display into another laptop running Ubuntu MATE 16.04.,0.0,0.0
"Considering I could stream 1080p with a 43% connection beforehand, this is unacceptable.",0.0,0.0
I can now get the bread-side of my bagels toasted how I like them without ruining the chewy side!,0.0,0.0
"Today I used it to make homemade potato chips with my new Cool Daddy Fryer [search Presto Cool Daddy to see my review] and it worked wonderfully well for slicing uniform chips, and uniformity is the key when doing something like potato chips or french fries [which the mandoline will also slice].",1.0,1.0
"You can also forgo the cupcake insert and fill with cookies or other goodies, so the boxes have versatility.",0.0,0.0
These lights work great!,1.0,1.0
Condition upon arrival perfect.,1.0,1.0
I have been leaving my razor on the niche and notice that the blade tends to get blunt quicker with constant water contact.,0.0,0.0
It should be really easy but it's not.,1.0,1.0
"If this review has been helpful in making your decision in regard to your purchase, please leave a thumbs up.",0.0,0.0
The gun is very light compared to a wood stock.,1.0,1.0
I have gone through my cable company and I have gone through Motorola.,0.0,0.0
Nice and dark.,1.0,1.0
"Sticker type patches like these are less reliable than properly used glue/vulcanizing patches, but I rarely have issues with them.",0.0,0.0
My 11 month old has enjoyed the Fisher-Price remote better.,0.0,0.0
Thank you so much!,0.0,0.0
"However, she and her friends made their own magic with it.",1.0,1.0
"Cheap,but nice.",1.0,1.0
Not too thick so it works great on food.,1.0,1.0
Went together quick and easy.,1.0,1.0
"It is easy to use and extremely effective, i.e.",1.0,1.0
"It took a little bit to teach her how to turn it on, but now shes got it down and really enjoys having something to play with in the car.",0.0,0.0
I wish it wasn't so expensive.,1.0,1.0
"However, research the next day indicated that there was a newer firmware update THAT WILL NOT UPDATE VIA INTERNET but must be applied with a USB STICK.",0.0,0.0
32 will just go around your waist with about 3 inches of excess only.,1.0,1.0
He explained they had a hick-up with a batch of previous cables and are always performing quality control to continually improve their products.,0.0,0.0
Fins are good for casual snorkeling.,1.0,1.0
That was the end of the collar.,0.0,0.0
I would have liked it to be gathered more,1.0,1.0
Very versatile.,0.0,0.0
I have this on the front of my bike and a Continental Gatorskin on the back.,0.0,0.0
Not as big as other bigger sized bags but these are very sturdy.,0.0,0.0
Beats by who rip off.,0.0,0.0
There is also a nice little bag to keep it in.,1.0,1.0
Very nice and arrived in great shape.,1.0,1.0
"Mine came in a HUGE outer box that would be such a pain to return ship, but I may have to bite the bullet & search for a more efficient strategy.",1.0,1.0
I am thankful for you Amazon.,0.0,0.0
I was surprised how strong the mount felt on the wall.,1.0,1.0
I wanted this to work.,0.0,0.0
Using a squeegee was a waste of time in attempting to remove the bubbles.,0.0,0.0
"Plug in the HDMI (included), put 2 AAA batteries in the remote and you are off and running.",0.0,0.0
"I'm using quotations, because like a lot of reviewers say, this isn't the smallest travel hairdryer on the market.",0.0,0.0
Connected them to another set made by Taotronics.,0.0,0.0
"I narrowed it down to this model, based on the customer reviews.",0.0,0.0
But the correct hand does feel more comfortable.,1.0,1.0
My first impression when I opened the box and held them was the amount of padding in these.,0.0,0.0
"While this is funny, I think it does say something about the machine's capability to do what it's supposed to do.",1.0,1.0
Makes batman ice cubes.,0.0,0.0
It's been awesome!,1.0,1.0
"The game is fun, but I underestimated the amount of space I would need to do the mazes on most of the cards.",0.0,0.0
There are several functions that you can read about yourself.,0.0,0.0
"I do wish there was a medium heat setting though instead of just hot and the cool shot, but it works great, and despite it's larger-than-most travel hairdryer size, it's lightweight.",1.0,1.0
Cubbys are great for storage.,1.0,1.0
"Just shop around if you are in the market for one, as I've found the prices are all over the map.",0.0,0.0
Needles for an air pump.,0.0,0.0
this is a fantastic antenna.,1.0,1.0
"It was obvious this company took time to think of storage anywhere possible, which is great.",1.0,1.0
Recommend 100%!,0.0,0.0
I keep in my kitchen and listen to music while cooking.,0.0,0.0
Well made and will be useful.,0.0,0.0
I purchased this iPad mini screen protector for my two year olds iPad.,0.0,0.0
But it works so well that I didn't take off for that.,0.0,0.0
The construction is solid and the design is smart-looking.,0.0,0.0
"Works great, have had alot of very windy days and a couple of storms, so far is holding up fine.",1.0,1.0
"Put LG 65"" on the wall.",0.0,0.0
"Very comfortable, warm, and has all the features I was looking for.",1.0,1.0
Working flawlessly as a backup for my graphic design business.,1.0,1.0
I honestly couldn't believe all most all of them leaked.,1.0,1.0
Spins well.,0.0,0.0
"I think this is nice because it doesn't go on forever, but it can bring the baby's attention back briefly.",,1.0
"Seriously, my only complaint is that it's way more depressing to get out of bed in the morning.",1.0,1.0
All 3 who got it thought it was great.,1.0,1.0
Mikasa Gourmet Basics Verona is exceptionally attractive.,1.0,1.0
Cute and well made,1.0,1.0
Descent price and my pups love them but they eat one in under 30 mins for sure.,1.0,1.0
"Good adjustable grinder, nicely priced and works as advertised.",1.0,1.0
"They do have some wrinkles still, that I wasn't able to take out even with the dryer.",1.0,1.0
They told me this is normal for them.,1.0,1.0
It looks so beautiful in my bathroom!,1.0,1.0
The wifi part didn't work so I had to use my old wireless router with it.,0.0,0.0
This trigger kit looked like a good price/functionality tradeoff.,1.0,1.0
Great build quality for the price.,1.0,1.0
"I was hoping this unit could be used to record from TV despite not having a tuner, but it doesn't.",0.0,0.0
"When I saw this set on Amazon, I was so happy to have found the exact set I wanted for our Barbie dolls.",1.0,1.0
I am nervous to continue using the unbroken products and will buy some free weights when I can afford them.,1.0,1.0
Not sure if I can use it everyday.,1.0,1.0
I didn't think I'd use my side because I'm usually hot at night.,1.0,1.0
"This is a nice toy, you shake it and then put it on the floor and it goes pretty fast, the more you shake it the faster it goes.",1.0,1.0
This was one of the main reasons I purchased it.,0.0,0.0
I did find that female vocals (e.g.,0.0,0.0
Wouldn't stay up and used ties which ripped.,0.0,0.0
And she loves it.,0.0,0.0
Thank you.,0.0,0.0
"I've heard that some people don't like the joystick and replace that too, but I haven't found it to be that bad.",1.0,1.0
Glad I ordered it from Amazon.,1.0,1.0
They were very happy with the durability and the fact that they folded nicely for travel.,1.0,1.0
Great if you are making macaroons.,1.0,1.0
It's easy to get a cup out and it doesn't have to be attached to the wall.,1.0,1.0
"I have used several others, in search of ""the one"" I find best results with and also to see if using Vitamin C topically really affects skin at all.",0.0,0.0
"Works, blocks drafts",0.0,0.0
"Funny thing is, it is now January 26th and I still have not received them.",1.0,0.0
"Stack them four-high and you will be playing ""pick up CDs"" in no time at all.",0.0,0.0
"It takes a bit of time to get used to not smelling the food at it cooks, and trusting the instant pot to do it right.",1.0,1.0
Only thing I'm afraid of is cleaning these.,1.0,1.0
Superheroes are cool.,1.0,1.0
"These came in sets of 2 which are hard to come around and not to mention, the price was very reasonable!",1.0,1.0
Just the shape we needed for the space alotted.,0.0,0.0
This cable is working perfect.,1.0,1.0
Plus it is not only a great shelving unit for books but for displays as well.,1.0,0.0
Definitely worth the price.,0.0,0.0
This was super easy to put together.,1.0,1.0
The connectors on either end are very rugged.,0.0,0.0
Had an old APC that never seemed to quit but was more of a vertical tower and the outlets were on the vertical face.,0.0,0.0
Came on time and is as advertised.,0.0,0.0
Most last about a year or two before the belt breaks.,0.0,0.0
"I can't get into the science of this product, but I picked it up when I got an unfortunate outbreak of ich in my 20 gallon tank.",1.0,1.0
Very thin metal sheets?,1.0,1.0
"I brewed the included Coopers Lager per the instructions using Dextrose and at two weeks after bottling it came out great, knock on wood.",1.0,1.0
Great to moisturize areas around eyes and lips!,1.0,1.0
I have been eyeing them for awhile I am glad I finally made the purchase.,1.0,1.0
In addition to looking awesome these glasses allow you to see who's coming up behind you.,1.0,1.0
"They were slowing wearing out, so I ordered 6 more - the new ones combined with the few old one's that are still good, will last the rest of my life - they can be divided up as part of my estate.",0.0,0.0
Wife loves these refill pages.,0.0,0.0
You can't beat Springfield dolls.,0.0,0.0
But occasionally it'll get moved up to one of the bedrooms when needed there.,0.0,0.0
They're HUGE!,1.0,1.0
Purchased 8 of these units to loop video for business purposes.,0.0,0.0
Our granddaughter loved this.,1.0,1.0
great product,1.0,1.0
The Monster Inspiration look downright cool.,1.0,1.0
What could be simpler.,0.0,0.0
It helps the dust or any particles fall through to the drawer instead of building up around my forks and spoons.,0.0,0.0
Glad it's dishwasher safe.,1.0,1.0
A quality product at a great price with good shipping.,1.0,1.0
"Cheap, thin pads that do the trick.",1.0,1.0
"The cardboard cheap ""net"" falls often and comes off the ""hooks"" and the laser visor my kids didn't even want to use.",0.0,0.0
If you are having trouble with the tablet not being found during your driver installations you can try plugging in the USB cord as well as your HDMI.,0.0,0.0
"Pillow is nice and goes well with my decor, but note the size, as they are relatively small both in width and height.",1.0,1.0
These sauce containers are cute!,1.0,1.0
Works well on my Sony Nex-6 and 16-50 lens.,0.0,0.0
There were seven strips in the bag.,0.0,0.0
"I identical to USERS login on Windows 7,Vista,XP etc.",0.0,0.0
Looks really cute,1.0,1.0
"The bags are strong enough to not be punctured by the sharp edges of the pasta and spaghetti, but it is tightly sealed around it.",,0.0
they are the best!,0.0,0.0
But who is buying this machine for just regular grounds?,0.0,0.0
Sleek and does the job,0.0,0.0
